text,label,year
7 killed in what may be australia's worst mass shooting since 1996,3,2018
how this hong kong heiress became an unexpected lgbtq icon,6,2018
kris jenner totally face-planted at chrissy teigen's super bowl party,4,2018
'fire and fury' might be coming soon to a screen near you,4,2018
"helen hunt has been working this whole time, maybe you just didn't notice",4,2018
adam rippon finally meets sally field's son after matchmaking attempt,6,2018
iconic 'star wars' composer john williams is leaving the series,4,2018
gus kenworthy kissed his boyfriend on tv and melted all the ice at the olympics,6,2018
of course jesus is black: ‘that s**t doesn’t happen to white people’,2,2018
'roseanne' renewed for a second season after high-rated premiere,4,2018
serena williams gets personal in new hbo documentary series,4,2018
this artist's awesome alter ego will take you on a journey of queer gender expression,6,2018
roseanne barr defends supporting donald trump: 'i don’t give a f**k',4,2018
"ocean plastic pollution isn’t just immoral, it’s illegal",5,2018
liam neeson calls the #metoo movement a 'bit of a witch hunt',4,2018
"seth meyers, we feel your pain over donald trump's reported porn star affair",2,2018
golf club calls cops on 5 black women members playing ... golf,0,2018
baltimore residents weren't lying about the city’s corrupt police force,0,2018
jennifer hudson to play aretha franklin in biopic,4,2018
hawaii moves to ban gay conversion therapy for minors,6,2018
brad pitt bids six figures to watch 'game of thrones' with emilia clarke,4,2018
"carrie underwood 'looked great' after accident, ex-reality star says",4,2018
bernice king says trump’s racist comments are ‘troubling to our humanity’,0,2018
report: college hoops corruption case poised to wreak havoc on top programs,8,2018
beirut pride canceled after organizer is detained by authorities,6,2018
"this is where the word 'meme' comes from, and it's not the internet",4,2018
"hollywood barely snubbed ryan seacrest, because of course",4,2018
donald glover tells ellen about his full circle 'star wars' moment with his son,4,2018
fans had absolutely zero chill about america's nail-biting hockey win over canada,8,2018
"beyoncé inspired google to give $100,000 more in hbcu scholarships",0,2018
"the view from the mountaintop: martin luther king's turbulent, tragic last year",0,2018
"mirai nagasu inspired by michelle kwan, also a child of asian restaurant family",8,2018
the 2018 bet awards nominations are here and dj khaled must be screaming,0,2018
jason gould: baring his soul and singing his song,4,2018
fifth harmony members going on indefinite hiatus to 'pursue solo endeavors',4,2018
accio trailer! the 'harry potter' mobile game of your dreams is here,4,2018
sarah paulson was ‘deeply nerdy’ around rihanna while filming ‘ocean’s 8’,4,2018
methodists surprise gay minister with 'world's best pastor' certificates after theft of diploma,6,2018
john krasinski is obsessed with 'the devil wears prada' and emily blunt can prove it,4,2018
activists blast australia's new deputy prime minister for past anti-lgbtq remarks,6,2018
"katy perry sends olive branch to taylor swift, and the world rejoices",4,2018
rachel mcadams reportedly gives birth to first child with boyfriend jamie linden,4,2018
'smallville' actress allison mack is charged with sex trafficking,3,2018
trans soldier to attend trump’s state of the union with an 'open mind',6,2018
trevor noah just sincerely praised donald trump for something,2,2018
and the award for best oscar nomination reaction goes to ... jordan peele,4,2018
seth rogen says stormy daniels told him about alleged trump affair 10 years ago,4,2018
india's gay prince opens his palace to vulnerable lgbtq people,6,2018
samantha bee's team discovers apologizing for trump is an 'impossible mission',4,2018
wall street bounces back in day of volatile trade,1,2018
norway's arctic oil lawsuit offers hope for a new era of climate litigation,5,2018
armed officer assigned to stoneman douglas resigns amid shooting investigation,3,2018
brynn cartelli becomes youngest-ever winner of 'the voice',4,2018
u.s. 'shib sibs' win over the world in 2018 winter olympics debut,8,2018
two people detained in egypt's anti-gay crackdown are freed on bail,6,2018
‘rupaul’s drag race all stars 3’ episode 4 recap: who won snatch game?,6,2018
'monty python and the holy grail' as a gritty drama will drive you coconuts,4,2018
united airlines mistakenly flies family's dog to japan instead of kansas city,10,2018
seth meyers decodes the 'pee tape' news: 'oh my god. it's real!',2,2018
3 black teen finalists in nasa competition targeted by racist hackers,0,2018
"young, rich and fighting the system that made them wealthy",5,2018
janelle monáe coming out as pansexual sends word to top of merriam-webster's search,6,2018
pakistan's gig economy helps smash obstacles to women working,5,2018
conan visits haiti to get a history lesson and prove trump wrong,4,2018
pennsylvania lawmaker slammed as 'lying homosexual' by colleague,6,2018
"'it’s about taking back what’s ours': native women reclaim land, plot by plot",5,2018
"ariana grande drops first single, 'no tears left to cry,' since manchester attack",4,2018
"after day of american gushing, 'snl' goes smart aleck on the royal wedding",2,2018
rap star rick ross put on life support: report,4,2018
"young dolph gives $20,000 to baristas fired for playing his song 'get paid'",0,2018
hbo's martin luther king jr. film reveals his 'dark and dangerous' final years,0,2018
"tom petty died of accidental drug overdose, family reveals",4,2018
seth meyers roasts sean hannity over his alleged journalism skills,2,2018
frances mcdormand loses her oscar at governors ball,4,2018
game show host prematurely congratulates contestant in mortifying fail,4,2018
this 1 weird thing about 'the simpsons' is freaking out fans,4,2018
demi lovato says a celebrity nearly drove her to drink at the met gala,4,2018
filmmaker paul haggis' ex-wife defends him against rape accusations,4,2018
"domhnall gleeson, that 'nasty piece of work' general hux, is one of today's brightest actors",4,2018
"'love, simon' star nick robinson says brother came out during filming",4,2018
coroner reclassifies a man's suspicious death after huffpost investigates,3,2018
police find recorded 'confession' on austin bomber's cellphone,3,2018
trevor noah unveils hilarious recruitment ad for donald trump's 'space force',2,2018
lena waithe stuns at met gala as a queer superhero,6,2018
busy philipps consoles michelle williams on 10th anniversary of heath ledger's death,4,2018
"charles barkley, lakers fan trade jabs about weight, ends in tie score",8,2018
me too trailblazers ashley judd and mira sorvino are each other's oscar dates,4,2018
hollywood men silent on sexism at the golden globes,4,2018
john mellencamp took a knee on 'the late show' ahead of super bowl weekend,4,2018
this is how tiffany haddish scored a selfie with beyoncé,0,2018
oklahoma adoption bill that could discriminate against gay couples passes house,6,2018
maddie poppe wins 'american idol' after runner-up reveals they're dating,4,2018
russian rival offered to lend luge to struggling u.s. silver medalist,8,2018
no charges will be filed over prince's death by counterfeit vicodin,4,2018
the only good part of the oscars was its blackest: tiffany haddish and maya rudolph,4,2018
'suits' creator pens heartfelt open letter about attending royal wedding,4,2018
'queer eye' star antoni porowski strips to his underwear for hanes campaign,6,2018
"'snl' spoofs oscars, flames hollywood sex harassment with 'grabbies' awards",2,2018
justin timberlake pays tribute to prince at super bowl halftime show,4,2018
"coach tells hurt ufc fighter to continue after she says, 'i'm done'",8,2018
the people of haiti take great delight in roasting donald trump on 'conan',2,2018
russell tovey announces his engagement to boyfriend steve brockman,6,2018
trevor noah mocks republican conspiracy theories on russian probe,4,2018
twitter celebrates black boy joy with #blackmensmiling hashtag,0,2018
'rick and morty' renewed for a whopping 70 more episodes,4,2018
woman calls police on black family for bbqing at a lake in oakland,0,2018
a suspected serial killer may have targeted toronto's gay village for years,6,2018
"this is what super mario looks like without hair, and people are freaked out",4,2018
u.s. rabbi rips lorde for 'anti-semitic' israel concert boycott in washington post ad,4,2018
haunting video shows sexual abuse trauma isn't limited by gender,6,2018
a powerful film is putting the struggles of a genderfluid teen front and center,6,2018
"lebron doubles down, says he 'will not just shut up and dribble'",8,2018
'house of cards' actor reg e. cathey is dead at 59,4,2018
selena gomez pokes fun at her met gala spray tan mishap,4,2018
the 1 good movie netflix adds this week,4,2018
mikaela shiffrin wins gold in women's giant slalom,8,2018
boston dynamics' 'robot dog' may be available for sale soon,9,2018
parkland could've been worse. vegas could've been worse. they can always be worse.,3,2018
jimmy kimmel gleefully responds to 'my pal' sean hannity's lawyer revelation,4,2018
keith richards explains how he got rid of trump nearly 30 years ago,4,2018
patriots' james harrison shows off customized ak-47 on instagram,8,2018
watch a high school freshman sink an incredible 80-foot buzzer-beater,8,2018
'm*a*s*h' actor david ogden stiers dies at 75,4,2018
lois lanes pay tribute to the late margot kidder: 'she led the way',4,2018
'hamilton polka' is a gift from weird al to the whole world,4,2018
celine dion handles dry-humping woman with the power of love,4,2018
robert de niro bans trump from every nobu restaurant,4,2018
blake lively is refreshingly honest about losing weight after pregnancy,4,2018
12 travel sites that accept paypal,10,2018
"if awards season teaches us anything, it’s that everyone is problematic",4,2018
rnc finance chair steve wynn accused of decades of sexual misconduct: report,1,2018
lonely planet's top u.s. destination of 2018 is an underrated treasure,10,2018
neil degrasse tyson weighs the scientific data for prayers vs. guns,7,2018
donald trump attacks alec baldwin in early morning twitter rant amid week of chaos,4,2018
jake gyllenhaal set to star as villain in 'spider-man' sequel,4,2018
the 'grey gardens' ladies were the unwitting godmothers of reality tv archetypes,4,2018
jim carrey paints a 'f**king disgusting' picture of trump attorney michael cohen,4,2018
r. kelly blames 'rumors' for canceled chicago performance,4,2018
"feds investigate after woman tells huffpost she helped drug, rob up to 100 men: attorney",3,2018
logic urges women to 'crush all predators' in powerful grammys performance,4,2018
"kobe bryant, the basketball player, just won an oscar",4,2018
people are freaking out over chris pine’s hilariously weird lookalike,4,2018
"taylor swift invites 2,000 foster kids and families to private 'reputation' concert",4,2018
samantha bee torches ice: 'let's shut it the f**k down',2,2018
"americans take gold, silver in men's freestyle halfpipe",8,2018
here we go again! abba to release new music after more than 35 years,4,2018
ariana grande gives fans singing 'one last time' the surprise of their lives,4,2018
"the 'shib sibs' talk asian representation, stereotypes and k-pop",4,2018
irish prime minister and his partner join nyc's st. patrick's day parade,6,2018
black eyed peas calls out america's racism in new video,4,2018
police investigate detention of trans women in indonesia's aceh province,6,2018
"chrissy teigen, john legend and the tale of the missing toilet",4,2018
china's version of twitter reverses gay content ban after backlash,6,2018
mtv suspends 'catfish' while it probes nev schulman sexual misconduct claims,4,2018
innovative teen takes michael b. jordan cardboard cutout as prom date,4,2018
'alt-right' group takes aim at 'black panther.' ryan coogler responds.,4,2018
stephen colbert gets ‘stupid strong’ in epic workout with ruth bader ginsburg,2,2018
watch kelly clarkson sing mangled google translate version of 'stronger',4,2018
how 'sweetbitter' captures the grit and glamour of the restaurant world,4,2018
matthew morrison says his 'heart is broken' over alleged dog abuse on film set,4,2018
lonely planet's top european destinations of 2018 take aim at overtourism,10,2018
another celeb misses the point about offset's 'queer' lyric,6,2018
what it's like to be 'the boss' of the music at the academy awards,4,2018
'kim possible' live-action movie finds its new kim and ron,4,2018
why the kentucky derby horses have such interesting names,8,2018
"dear shonda, we need to talk.",4,2018
4 miami men caught on tape in alleged anti-gay attack turn themselves in,6,2018
"john oliver: ‘yes, it f**king is’ time to talk about gun control",2,2018
here are the canceled and renewed tv shows for 2018-2019,4,2018
here’s what is coming to amazon prime in may 2018,4,2018
mississippi town approves pride parade after fierce backlash,6,2018
'deadpool 2' steals no. 1 spot at the box office from 'avengers: infinity war',4,2018
that time barbra streisand called in sick to the grammys and celine dion saved the day,4,2018
even wild animals are hooked on the winter olympics,8,2018
parkland deputy who didn't engage school shooter told other officers to stay away,3,2018
"oprah donates $50,000 to teen's fundraiser for girls to see 'a wrinkle in time'",0,2018
olympians shut down local fox anchor who said figure skating is 'not a sport',8,2018
the 5 best new netflix shows of april 2018,4,2018
"first player of color in the nhl, the son of chinese immigrants, dies at 94",8,2018
infamous cristiano ronaldo sculptor gets another try at the soccer star's bust,8,2018
hugh grant marries for the first time at age 57,4,2018
re-introducing the flipside,9,2018
stephen colbert is baffled by this proposal to fund trump's border wall,2,2018
"with 'daughter,' singer ryan cassata has a thing or two to say about trans lives",6,2018
tom daley and dustin lance black expecting first child together,4,2018
kim kardashian posts first photo of baby chicago west,4,2018
"what aziz ansari, and most straight men, don't get about consent.",6,2018
"meek mill released from prison, looks forward to resuming music career",4,2018
dustin lance black has great reply after being told two men shouldn't raise kids,6,2018
tom hanks brags how ‘smokin’ hot’ rita wilson is after 29 years of marriage,4,2018
new york times cancels james franco event amid 'recent allegations',4,2018
patton oswalt brings late wife's newly published book to her grave,4,2018
this michael b. jordan story shows how dm-ing a celebrity can pay off,4,2018
twitter roasts mariah carey for 'disaster' hot tea moment during new year's performance,4,2018
reggie bullock wants rainbow nba jerseys to bring 'lgbtq into sports',6,2018
kim kardashian has a really simple explanation for her 'photoshop fail',4,2018
"women, people of color still abysmally underrepresented in hollywood leadership",4,2018
u.s. hockey team can't even score a goal against russians at winter olympics,8,2018
stevie wonder calls 'bullshit' on bruno mars cultural appropriation claim,0,2018
"hollywood stars, producers call for georgia boycott if anti-lgbtq law passes",6,2018
michael b. jordan sets fire to first 'fahrenheit 451' trailer,4,2018
speed skater shani davis: team usa chose olympics flag-bearer ‘dishonorably’,8,2018
tarantino-style 'star trek' trailer shows us the wonderful potential,4,2018
seth meyers uses 3 little words to sum up  donald trump,2,2018
first male gymnast accuses larry nassar of sexual abuse,8,2018
john krasinski's 'a quiet place' is basically this episode of 'the office',4,2018
critics say gary oldman's 'time's up' pin doesn't make up for past abuse allegations,4,2018
martin luther king jr.'s daughter reveals topic of scathing sermon he never got to give,0,2018
no. 11 loyola chicago reaches final four for first time since 1963,8,2018
chelsea clinton wrote to ronald reagan about nazis when she was 5,4,2018
anchor invites her 4-year-old 'mini me' on show to celebrate natural hair,0,2018
taylor swift gives surprise performance at cafe where she was discovered,4,2018
grab your helmet: 'double dare' is coming back to nickelodeon,4,2018
donnie yen doesn't want to play 'another stereotypical chinese martial-arts man',4,2018
entire usa gymnastics board resigns amid larry nassar fallout,8,2018
christina aguilera and melissa mccarthy get 'dirrty' on 'carpool karaoke',4,2018
"scientists rush to explore underwater world hidden below ice for 120,000 years",7,2018
michelle obama's face is on this teen's prom dress for the most inspiring reason,0,2018
'the daily show' imagines highly inappropriate 'jokes' trump may tell,2,2018
there have been at least 68 lgbtq winter olympians. here’s the list.,6,2018
elisabeth moss thanks margaret atwood in stirring golden globes acceptance speech,4,2018
ed sheeran is engaged to childhood friend cherry seaborn,4,2018
taraji p. henson hopes 'proud mary' will put more black leading ladies in action films,0,2018
"with no answer on daca, queer dreamer is terrified for the future",6,2018
tiffany haddish jumped a barrier to meet meryl streep at the oscars,4,2018
iconic physicist stephen hawking dies at 76,7,2018
chrissy teigen explains her snapchat decision and why she feels for the beyoncé biter,4,2018
black hockey player taunted with racist chant in chicago,0,2018
'crocodile hunter' steve irwin receives hollywood walk of fame star,4,2018
"trustee defends msu president, dismissing sex abuse reports as ‘nassar thing’",8,2018
kathy griffin offers job to ryan seacrest's accuser as he gushes on oscars red carpet,4,2018
sarah silverman sees no reason why louis c.k. can't continue being an artist,4,2018
civil rights lawsuit derails deal to sell off weinstein co.: reports,4,2018
time's up demands investigation into r. kelly sexual abuse accusations,0,2018
james corden reveals the worst part of the royal wedding ceremony,4,2018
"explosion at fedex facility outside san antonio may be linked to austin bombings, fbi says",3,2018
'walking dead' fan notices hilariously obvious pattern,4,2018
how 'to wong foo' paved the way for the 'drag race' phenomenon,6,2018
paleontologist talks about fossil ‘find of a lifetime’ in area cut from bears ears,7,2018
"childish gambino's 'this is america' video, explained",0,2018
a 'buffy the vampire slayer' reboot will happen under one condition,4,2018
germany and canada tie for gold in two-man bobsled race,8,2018
chrissy teigen nails bill o'reilly over his 'jesus christ superstar' complaint,4,2018
reese witherspoon cleaning her own hollywood star is next-level extra,4,2018
"katy perry meets pope francis, speaks at vatican conference",4,2018
jimmy kimmel proves super bowl needs to end roman numerals,2,2018
chrissy teigen says she knows which actress bit beyoncé in the face,4,2018
"9 foundations partner to tackle america’s housing crisis, as trump tries to gut funding",5,2018
"2 texas men who used grindr to assault, rob gay men get jail terms",6,2018
malaysian university's lgbtq 'conversion' forum sparks outrage,6,2018
"young, gay and living on the street: lgbt youth face increased odds of homelessness",6,2018
proof that laura dern kept saying 'pew' when firing a blaster in 'the last jedi',4,2018
138 were killed last year in record number of u.s. 'active shooter' attacks,3,2018
the hilarious way john cleese treats donald trump supporters who walk out of his show,4,2018
jennifer lawrence is thirsting after timothée chalamet: ‘he’s hot',4,2018
kristen bell goes deep with secrets of her 'healthy' marriage to dax shepard,4,2018
t-mobile agrees to acquire sprint for $26 billion,1,2018
adorable video for kids shows that activism is literally as easy as pie,6,2018
2018 is already off to a violent start,3,2018
disney unveils rainbow mickey mouse ears just in time for pride,6,2018
a 'super blue blood moon' is going to light up the sky. here's where to see it.,7,2018
kim kardashian to make history with fashion council’s first influencer award,4,2018
'late night' writer's winter olympics roundup will make you say whaaat?,2,2018
seth meyers plans to tackle hollywood's sexual harassment at golden globes,4,2018
youtube star logan paul sparks outrage with disturbing 'dead body' video,4,2018
'japan's babe ruth' hits 1st mlb homer 2 days after his 1st pitching win,8,2018
'affluenza teen' ethan couch released from jail after 2-year sentence,3,2018
john oliver: sinclair broadcasters 'like members of a brainwashed cult',2,2018
sandra oh is back and ready to upend stereotypes in 'killing eve',4,2018
women honor harriet tubman with 100-mile trek along the underground railroad,0,2018
watch this jamaican bobsledder's tearful plea for diversity at winter olympics,0,2018
olympics snafu sees u.s. champion curlers receive the wrong medals,8,2018
'sex and the city' stars support cynthia nixon's run for new york governor,4,2018
trump's new 'maga'-themed swimwear sinks on twitter,2,2018
bet chairman and ceo debra lee is stepping down,0,2018
chris evans shreds right-wing 'pile of trash' who mocked school shooting survivors,4,2018
'black panther' hits $1 billion mark in worldwide box office numbers,4,2018
temptations lead singer dennis edwards dead at 74,4,2018
team usa's youngest skater just landed the first quad lutz in olympics history,8,2018
"unarmed black man killed in 'mind-boggling,' unjustified barrage of police gunfire: lawyer",3,2018
scientists turn to dna technology to search for loch ness monster,7,2018
ryan reynolds has decided john krasinski and emily blunt are his new parents,4,2018
zach galifianakis just set the mark for greatest late night entrance,4,2018
"lorde shuts down rumors she's dating jack antonoff, lena dunham's ex",4,2018
facebook didn’t seem to care i was being sexually harassed until i decided to write about it,1,2018
letterman and george clooney eat hamburgers in new netflix special,4,2018
conan heads to haiti to mercilessly mock donald trump,4,2018
white students allegedly tied black classmate to lamppost and whipped him,0,2018
doughnut-eating champ arrested in doughnut shop break-in,3,2018
u.s. women's olympic hockey wins gold in nail-biter finish over canada,8,2018
adam rippon is allowing america to love a (really) gay athlete,6,2018
michael douglas denies masturbating in front of a former employee,4,2018
"an intersection of race, masculinity, and mental health",0,2018
"jury awards $37 million to family of korryn gaines, woman killed by police in 2016",0,2018
'infinity war' writers try to clear up marvel's problematic timeline,4,2018
"roger bannister, first man to run mile in under 4 minutes, dies at 88",8,2018
"pesticides put wild bees at risk, food safety watchdog confirms",7,2018
meryl streep and tom hanks have too much fun playing each other’s characters,4,2018
john boyega responds to 'alt-right' group that allegedly attacked 'last jedi',4,2018
twitter users hilariously skewered these terrible stock photos of their jobs,2,2018
marcus mariota throws insane touchdown pass to marcus mariota,8,2018
2 florida deputies shot dead while eating at chinese restaurant,3,2018
priyanka chopra hints meghan markle cried when she found her wedding dress,4,2018
cbs asked sharon stone if she ever felt 'uncomfortable' in hollywood. she just laughed.,4,2018
yelp users are dragging trump hotels by leaving ‘s**thole’ reviews,10,2018
nbc renews ‘will & grace’ revival for a third season,4,2018
facebook bug asks users if puppies and bahamas vacations are hate speech,9,2018
monopoly 'cheater's edition' is coming because this is the world we live in,4,2018
this stunning dance video is a heartfelt plea for queer acceptance,6,2018
"nate berkus welcomes a son, oskar brent-berkus, with husband jeremiah brent",6,2018
meet 4 zero-waste pioneers helping shoppers ditch plastic,5,2018
don't spend a cent on bitcoin until you see john oliver's cryptocurrency warning,2,2018
molly ringwald unloads on 'the breakfast club' in the #metoo era,4,2018
michael b. jordan honors black panther party on gq cover,0,2018
there's one letter in the alphabet that almost no one can write,7,2018
"jimmy kimmel tricks royal fans into reviewing the wedding, before the big day",2,2018
‘will & grace’ creator to donate gay bunny book to every grade school in indiana,6,2018
"gal gadot, lupita nyong'o and more surprise moviegoers with snacks during oscars",4,2018
tom arnold says roseanne banned him from dating laurie metcalf,4,2018
super fed: james comey stars in his own comic book,4,2018
"tom hanks, rita wilson 'keep love alive' with charming throwback anniversary pic",4,2018
'aggretsuko' is a workplace comedy where rage is front and center,4,2018
daniela vega to be the oscar's first openly transgender presenter,6,2018
rapper fabolous accused of assaulting girlfriend emily b,0,2018
here's a great way to talk to kids about body positivity,6,2018
eric trump tweets bizarre conspiracy theory about ellen degeneres,4,2018
jeff daniels lists all the virtues america has lost under donald trump,2,2018
woman alleges rapper young lo raped her while she was trapped in chris brown's home,3,2018
kelly ripa stands by ryan seacrest amid sexual misconduct allegations,4,2018
"package thief gets a painful dose of instant karma, and it's all caught on video",3,2018
streaker crashes olympic speedskating with a message for the world,8,2018
stephen colbert hits rudy giuliani with a brutal fact check,2,2018
here’s what is coming to hulu in may 2018,4,2018
we need to talk about white people calling the cops on people of color,0,2018
david blaine chews glass and lets james corden puncture his cheek,4,2018
wrong turn costs austrian cross-country skier an olympic medal,8,2018
twitter rips hillary-bashing susan sarandon for women-unite speech at golden globes,4,2018
here's how the married american figure skaters celebrated valentine's day in pyeongchang,8,2018
teenage musician killed in austin bombings admitted into prestigious conservatory,0,2018
will smith’s 'date' with sophia the ai robot ends firmly in the friend zone,4,2018
sean penn: donald trump is an enemy of compassion and of the state,4,2018
alex trebek mocks 'jeopardy!' contestants' complete football fail,4,2018
"wall street turmoil worsens as dow jones plunges 1,000 points",1,2018
cardi b defends fiance's offensive 'queer' lyric but misses the point,6,2018
trump ignores journalist's 'are you a racist?' question after honoring martin luther king jr.,0,2018
adam rippon is changing his tune on mike pence meeting,6,2018
"syracuse university suspends fraternity for racist, sexist video",0,2018
kevin durant slam-dunking in super slow motion is a thing of real beauty,8,2018
u.s. olympic committee ignored sexual abuse complaints against taekwondo stars: lawsuit,8,2018
did 'westworld' subtly tease that baby theory?,4,2018
sasha obama hangs out with cardi b and offset at a festival,4,2018
"audra mcdonald, kirsten gillibrand to celebrate the lgbtq community in nyc",6,2018
rachel platten flubs national anthem and has to start over twice,4,2018
this is the man to blame for the term 'bomb cyclone',7,2018
2 horrifying crashes mar men’s ski halfpipe event,8,2018
"la district attorney considering charges against harvey weinstein, james toback",4,2018
how 'star trek' made history 22 years ago with a same-sex kiss,6,2018
'queer eye' renewed for season 2 on netflix,6,2018
you'll be seeing a lot of these 'time's up' pins at the golden globes,4,2018
this kid looking at his phone is the super bowl's best meme,8,2018
ryan reynolds sure knows how to wish betty white a happy birthday,4,2018
lifetime's 'harry and meghan: a royal romance' was… good?,4,2018
musicians sing 'tears in heaven' in grammy tribute to las vegas shooting victims,4,2018
what exactly is 'the bachelor winter games'?,4,2018
david chang: people should honor the cultures that ethnic food comes from,4,2018
jazz jennings schools haters who claim her parents are child abusers,6,2018
halsey talks about endometriosis and freezing her eggs at 23,4,2018
brad pitt joins leonardo dicaprio in quentin tarantino's new movie,4,2018
fbi reportedly investigating clinton foundation,3,2018
cynthia nixon hits back at christine quinn's 'unqualified lesbian' attack,6,2018
top alpine skiers shun team event at 2018 olympics,8,2018
selena gomez makes it instagram official with 'super cool' justin bieber,4,2018
u.s. figure skater nathan chen is a total mess again at winter olympics,8,2018
leah remini suggests scientology is behind paul haggis sexual misconduct claims,4,2018
don't count on 'me too' to sway the bill cosby jury,3,2018
catt sadler says she left e! to avoid 'collaborating with an evil system',4,2018
bill maher: trump is 'plainly a traitor who doesn't defend his own country',2,2018
‘atlanta’ shows the horror of black childhood trauma,0,2018
"in the future we may all talk like trump, linguist warns. sad.",7,2018
family of woman missing for 12 years 'fed up' with florida cops,3,2018
baldwin's trump boasts on 'snl' he's running country like a waffle house,2,2018
nhl names kid rock as all-star game act; twitter says what the puck?,4,2018
"margot kidder, actress who played lois lane in 'superman,' dead at 69",4,2018
someone just bet a ridiculous amount on the eagles in super bowl,8,2018
conan o'brien takes an annoyingly funny drive through italy,2,2018
terry crews: black men aren’t allowed to be victims until they’re dead,0,2018
u.s. figure skating team makes history with record number of asian-americans,4,2018
rachel dolezal faces felony charges for welfare fraud,3,2018
kid who hugged cop in viral protest photo feared dead in family car plunge,0,2018
christina aguilera to guest judge on 'rupaul's drag race' season premiere,6,2018
rob delaney of 'catastrophe' honors late son on birthday to help other cancer victims,4,2018
tessa thompson can't get enough of a hilarious meme comparing her to goats,4,2018
kristen bell opens sag awards by dragging melania trump,4,2018
dwayne johnson gets his adorable daughter to say 'girl power',4,2018
"fergie apologizes for national anthem, saying she 'tried her best'",4,2018
your emotional support spider and goat are now banned on american airlines,10,2018
chrissy teigen got grilled by some vegetarians about her eating habits,4,2018
nyc removes statue honoring 19th century surgeon who experimented on female slaves,0,2018
here's a look at orlando's interim pulse nightclub memorial,6,2018
michelle wolf hits back at criticism that she attacked sarah huckabee sanders' looks,2,2018
kenan and kel reunite with 'all that' castmates for wild photo op,0,2018
"tonya harding, adam rippon join 'dancing with the stars: athletes' cast",4,2018
o.j. simpson dismisses colin kaepernick: 'i would always stand up for the flag',0,2018
jim carrey paints sean hannity with his perfect partner in artistic smackdown,4,2018
weeping federer hails emotional 20th grand slam title,8,2018
"guys, a starbucks barista asked oprah how to spell her name",4,2018
sacramento celebrates the life of stephon clark — and demands justice for his death,0,2018
kendrick lamar wins pulitzer prize in music for 'damn',0,2018
"meryl streep breaks her own oscar record, because of course she did",4,2018
carrie underwood gives fans an update on her face after getting 50 stitches,4,2018
proud hubby john krasinski brags about emily blunt’s ‘superpower’,4,2018
"kim jong un look-alike gets booted from olympics, says face is 'too political'",8,2018
brendan fraser says he was groped by former hfpa president,4,2018
theater plays 'fifty shades freed' instead of 'black panther' and it didn't go well,4,2018
kylie jenner revealed all the pregnancy details you've been dying to know,4,2018
seth meyers imagines trump as russian operative named 'big fat spy',2,2018
8 majestic islands in europe that most tourists don’t know about (yet),10,2018
bodycam video of police entering las vegas shooter's hotel room finally released,3,2018
rupaul comes under fire for comments about openly trans contestants on 'drag race',6,2018
kevin mchale: 'i think there was zero surprise' when i came out,6,2018
'snl's cecily strong says melania likes alec baldwin's donald trump,4,2018
the backstreet boys dressed as the spice girls are larger than life,4,2018
david harbour just made another amazing twitter promise to a fan,4,2018
#oscarssowhite creator launches media resource directory for marginalized groups,0,2018
bumble bans gun photos from members' profiles,1,2018
kris jenner is not about to be dragged into kanye west's mess,4,2018
see emma watson's glorious 'harry potter' reunion with costars,4,2018
"danai gurira: the dora milaje reflect real black women, except they're respected",0,2018
chrissy teigen defends ‘get out’ after someone said the film was predictable,4,2018
"trevor noah: if i supported donald trump, this new revelation would have me shook",2,2018
lorde and jack antonoff's 'bonkers' chemistry has people convinced they're dating,4,2018
"15,000 eggs delivered to norwegian olympic team after google translate error",8,2018
"elon musk says he's sold 10,000 flamethrowers through his boring co. website",9,2018
michael che's stepmom melissa mccarthy embarrasses him on 'weekend update',4,2018
why queers love the world of disney,6,2018
tom brady has this wish for radio host who insulted his 5-year-old daughter,8,2018
"after backlash, publix says it will cover hiv prevention drug for staff",6,2018
"we're crazy in love for leslie jones, tara lipinski and johnny weir's beyoncé moves",4,2018
influential nba agent dan fegan dead in car crash,8,2018
cardi b has butterflies in her vagina in most cardi b interview ever,4,2018
usa taekwondo coach banned from sport over sexual assault accusations,8,2018
teen uses 'grey's anatomy' for secret yearbook message about being gay,6,2018
'queer eye' star bobby berk gave me a desk makeover -- and it was incredible,6,2018
judges slammed for ranking adam rippon third place despite flawless performance,8,2018
5 cord-cutting options to help save you money,4,2018
andy cohen auditions to play samantha in 'sex and the city 3',6,2018
massive cookout thrown in park where cops were called on black family bbq,0,2018
'tonight show' says 'this is us' is 'whip his nuts'; fan doesn't notice,2,2018
tara lipinski and johnny weir have the cutest olympics pre-show ritual,8,2018
how 'riverdale' got away with a bloody good musical episode,4,2018
ellen confirms kylie jenner is pregnant by looking at khloe's eyes,4,2018
woman captures what we all would look like if we saw beyoncé in person,4,2018
'bachelor' couple's april fools pregnancy prank ticks people off,4,2018
cambridge analytica files for chapter 7 bankruptcy after facebook privacy row,9,2018
youtube star kian lawley fired from 'the hate u give' film after racist video,4,2018
katy perry disses taylor swift on 'american idol' because feuds die hard,4,2018
connie britton wore this sweater to the golden globes for a powerful reason,4,2018
"alex kapranos, the ‘accidental rock star’ behind ‘take me out,’ is back",4,2018
tongan flag bearer sets himself inspirationally low bar for olympic success,8,2018
kanye west talks about getting liposuction and battling an opioid addiction,4,2018
kylie jenner drops 'weather collection' dedicated to daughter stormi,4,2018
